symbol,"ARMA(1, 1)","Robust ARMA(1, 1)"
WEC,0.01712088571969187,0.016921335590174093
WELL,0.016198164015616915,0.015741585558244717
WFC,0.014672597874535495,0.014778001385702424
WFCPRA,0.045446148343546836,0.044427923040670995
WFCPRC,0.03676408422789784,0.03547850565261854
WFCPRD,,
WFCPRL,0.07577818692484473,0.07326630512650265
WFCPRN,,
WFCPRO,0.04519170028550277,0.04523858864342787
WFCPRP,,
WFCPRQ,0.035263654510771264,0.035894421802448194
WFCPRR,0.03567419484708868,0.03430772370602117
WFCPRW,,
WFCPRX,0.04913206995581473,0.04592754719556817
WFCPRY,0.044051182968641925,0.04381547330457681
WFCPRZ,0.03023547802553315,0.030134352697256835
WHR,0.017486654398926618,0.01682875091841297
WM,0.01614034044561782,0.015857221150481465
WMB,0.0151459822710281,0.015190451683849818
WMT,0.015208331865688944,0.014227272332397806
WRB,0.017811575195764307,0.017612610716787127
WRBPRC,,
WRBPRD,,
WRBPRE,0.053136954700877335,0.05464510582728168
WRBPRF,0.047524464535861635,0.045924776858515634
WRBPRG,0.11548382469767046,0.1168370513902937
WRBPRH,0.07490422493192482,0.07537586825644865
WRK,0.019070709029115417,0.018551209124396457
WST,0.019491154917533372,0.018246354089323024
WY,0.014923022774528609,0.014073900590913806
WYNN,0.01847025768558189,0.019123921050498236
XEL,0.01815261957458684,0.017151778403907504
XOM,0.011258896691996666,0.010964697066291352
XRAY,0.01865652393782236,0.01865265158222538
XYL,0.017706692177628016,0.017080580450411387
YUM,0.01672214689859327,0.01617840853237851
ZBH,0.019288617318688365,0.01939641179234164
ZBRA,0.020244965108926975,0.01958363221875925
ZION,0.017410543009148648,0.016968305855172165
ZIONL,0.08352516125299367,0.08588226618130554
ZIONN,,
ZIONO,0.05414006155998808,0.05413146448966595
ZIONP,0.16678831870678112,0.16588184140206352
ZTS,0.015700690994761873,0.014839190452362283
