ticker,baseline,overnight,robustARMA,robust_overnight,robust_overnight_vix,overnight_vix,robust_vix
SONA,0.3445220398253952,0.29656295667711874,0.29700236181005946,0.2905402694290249,0.2908621434214744,0.2964459874511228,0.3035621727776946
ROAN,nan,nan,nan,nan,nan,nan,nan
AXGN,0.3464905109718921,0.4038609349450773,0.37787921725787954,0.38074607691857354,0.3797379639588625,0.4024482647058975,0.39451801143854465
BUSE,0.2811663753006185,0.26782028709087263,0.2542537760427053,0.2538080823351745,0.24988753414104983,0.2616012260049924,0.26200989121427415
MIK,0.3700932249035402,0.3307228757109139,0.3329722175604502,0.330434611450017,0.3300025144870557,0.3323713821338487,0.33445691135818156
LBC,0.4178025256442051,0.4263657816062373,0.3839540991536667,0.3818981138576278,0.37415783751978554,0.41431773981869613,0.41640380931082105
SGMO,0.26041826857399275,0.28865146270880015,0.2695332292278411,0.2701228368425688,0.26798108161238465,0.2846812756281298,0.279342295719577
SGRY,0.30015873925480935,0.3186195500023975,0.3048420870491355,0.30901284281153607,0.3029068887950319,0.3116325853103424,0.30442313083277933
FDBC,0.6175210863189843,0.6131326094800967,0.5871598765546961,0.5872394089875047,0.5709752849298209,0.5948507824419057,0.5950430150402451
STC,0.27206015937414263,0.2931461182071207,0.27930865934227594,0.27736838769555444,0.27365822132750367,0.28896760018794454,0.2891443320539032
TH,0.48721350046099926,0.4834090247872537,0.4681200864774936,0.4737430386994506,0.48007068025632355,0.4906211626243343,0.4813536284266271
UUUU,0.30289049637163695,0.27389884419533855,0.26780238589889366,0.2718701375030534,0.2790416212116774,0.2816238208646446,0.2734830179649665
VC,0.2830166213426334,0.32191061968557544,0.3035955845947477,0.30489039970634724,0.30311791036475144,0.3193087682254493,0.31756136073454816
RUBI,nan,nan,nan,nan,nan,nan,nan
VGR,0.30466003744099207,0.33177398294963095,0.31032768989471643,0.30921491478445035,0.30685455182340066,0.3280618302808323,0.3285661752924217
AYR,nan,nan,nan,nan,nan,nan,nan
FISI,0.32011610955650793,0.32379707960730003,0.3069238656615229,0.3065745086225753,0.301790650777,0.317420754905463,0.3181569751015045
UMBF,0.2831431102653295,0.2829917767282992,0.2597411285396315,0.2587064075279219,0.25179813256431327,0.2732011913494335,0.27160897422609265
JOE,0.2958861300405313,0.30535773395666443,0.28902926542131047,0.28644275178645945,0.28461141077666263,0.3028276656630668,0.3050641094258048
SBCF,0.3102718704649333,0.3015109022267714,0.28770215709464314,0.2852591865300344,0.2761929146678767,0.2896777101958176,0.29213178490491626
FLXS,0.3752720570961318,0.3863615742307341,0.3656134624142105,0.3656385026205169,0.36408328144746926,0.3844489448823812,0.38169965516262866
YRCW,0.3786244972665315,0.3805421175974277,0.40664267017295885,0.3941133506513568,0.3966628416242888,0.3852364666528136,0.3990281154636887
CARA,0.3196011562982864,0.3111642896940687,0.28547647671097165,0.3120784656979254,0.34163757581891796,0.3432158361339759,0.28264442226546055
APPF,0.32911458851000536,0.3284529447183162,0.31507670186026593,0.3138453802376188,0.3065584800227497,0.3211544010675006,0.31943482307712456
GPRO,0.3155367417779665,0.33650698435649623,0.3292742794809659,0.32877123918489665,0.33567567869021314,0.34356440484795026,0.33673500191928274
KRA,0.35985680657134933,0.36012517878108885,0.3490992739741032,0.3487283570075759,0.34107787065451667,0.3509212687813415,0.35004502715790947
PTCT,0.3261063938331303,0.3629764149998695,0.34433511325721294,0.34629283343958484,0.3442304143259081,0.3599586828828227,0.35359877240501675
RECN,nan,nan,nan,nan,nan,nan,nan
OSW,0.44967581779828886,0.48577299298621,0.4559714858866001,0.45497669514461764,0.4438548349011536,0.4732293090437776,0.47544668562070813
DHT,0.27761076754900105,0.2745047906119948,0.27705894689566024,0.2743081508915929,0.27432006531525993,0.2735710632941039,0.2749160149618688
MOV,0.32730605998073664,0.36322961119700276,0.3420687687631417,0.3404115040662908,0.33183416731316945,0.3541147054086817,0.3564350942117878
SFL,0.23315778852471197,0.22624882950227906,0.2220520531591776,0.2213852454738378,0.22217560644134296,0.22789777914589956,0.22729509577812498
HSII,0.322743383398358,0.32110280954221,0.30259687045862477,0.30117325533631034,0.2935729292920517,0.30947693932113196,0.3096901509799977
EROS,nan,nan,nan,nan,nan,nan,nan
MUSA,0.2586323258452685,0.2884223302616534,0.2737266835584038,0.27529589573169283,0.2717405271385891,0.28373410785795933,0.27875778939956536
MCRB,0.3273753438688253,0.30135289722771547,0.29015241507438966,0.29315472323205566,0.29626641697502326,0.30515629890635854,0.2985956914428444
EVRI,0.3235017984855329,0.33933542817238876,0.3166594366167813,0.3138255386448429,0.3036977737600571,0.32751357687469485,0.3331075238697162
KRUS,0.4187827105522362,0.4552713220570028,0.4395241608150523,0.44244376621603104,0.4381564941562007,0.4488145499922789,0.4387888396598607
NXRT,0.2656350191273765,0.28048447349211386,0.2578131003202758,0.25824462032657247,0.25127965079280135,0.27171955289709093,0.2710353506949021
NBHC,0.2961222249597587,0.3022295110405272,0.29413468949261296,0.2937526619390613,0.28983689410503904,0.29659191359704434,0.29668288739703286
PRK,0.35109293730232605,0.4027717065311298,0.36455959696051543,0.3643944244915518,0.3554352744280227,0.39111119641142533,0.38597730303826966
RGEN,0.29533404715549527,0.30452061608755343,0.29927761935432917,0.2981466554059167,0.2933645403754942,0.29725189484309755,0.2984609201857606
CBMG,0.5082845151120513,0.532294952360929,0.5442087808537045,0.5426447469041689,0.5453074118434954,0.53626771254741,0.5377388415600304
EZPW,0.3460528053399566,0.3690385851038467,0.36281373979524645,0.35751054631268836,0.3494554518304805,0.3590746661967333,0.3648924940960365
AMSC,0.34883355926486115,0.3272284566049457,0.3171896897842984,0.31601665499268605,0.3248911229016452,0.33523103444090785,0.3283892297546983
ARA,1.01962119551521,1.0576743713903716,1.075607455619469,1.075607455619469,1.0791967042221018,1.0612521344911094,1.0612521344911094
MC,0.24492188386852515,0.2744457340621011,0.26600058650206787,0.2663903040188519,0.25705222744636064,0.26412002058389394,0.26100181110817394
QADA,0.4424513576843332,0.3987635179038422,0.3825680488684481,0.38059565983569343,0.37817202007092976,0.3965006442910953,0.3997309745965549
ETM,0.30411778253912036,0.2795520317494202,0.2811880486066686,0.27302105848754366,0.26840293200218523,0.27491996356930976,0.28759642354728204
AGM,0.29091192989103415,0.31092970517300617,0.2922524824296403,0.29257028310255,0.2869129982582887,0.3029421399949031,0.30167169710478214
ANH,0.3297553546946012,0.30525981243408484,0.31351414099971864,0.31351414099971864,0.3144666659635959,0.30745648608199333,0.30745648608199333
BIG,0.27740250439963443,0.3530124065554859,0.30855796045844114,0.30905561803008325,0.2984794238362558,0.3386230295144408,0.3355950289837329
CHMA,0.40761320353200153,0.39854106716793136,0.337790365663672,0.3624354251181396,0.36955870268399205,0.4072292668928153,0.3740114461933321
JOUT,0.33227041899912557,0.375841345535651,0.3614613502120204,0.36350784088833865,0.35993786172016035,0.3718363183291197,0.36700645375061974
BWFG,0.5869639039750821,0.5395084080364888,0.5073089919105515,0.5081465474997782,0.5054980527419817,0.5346331500227578,0.5318206460922704
XBIT,0.3663382890103048,0.4076641205235237,0.3673184438810715,0.37180595459479,0.3769115192702153,0.4142697904896418,0.4068175105634208
STXB,0.5183807111680985,0.4045228739653761,0.398105460354698,0.398446313110099,0.39217263608707564,0.39622381010411034,0.39403518939668747
DOC,0.23085360085732204,0.2264260446638954,0.21857425662175614,0.21832820857355845,0.21448120911024643,0.221742587256195,0.2222840551798162
NX,0.30435271898536326,0.3061210208448053,0.2762441313423928,0.2747622763650683,0.27115594489714423,0.30198228682368095,0.3044333511949018
HUD,nan,nan,nan,nan,nan,nan,nan
OPTN,0.40702091183687367,0.41067406060117295,0.38020829217467067,0.3827792374765718,0.3807783452163352,0.40800280638139597,0.40301187658021587
AMAL,0.4238033160047273,0.42081292161616096,0.38701675718306827,0.38896524688325324,0.3815262272111205,0.40940813384591845,0.4076797045580494
